cluster,texto
10,oi roberta bom dia tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia o link clicavel segue na proxima mensagem obrigada por nos acompanhar roberta qualquer duvida estamos a disposicao equipe curadobia
5,<url>
7,curtiu uma mensagem
1,ja vi e amei esperando a virada do cartao pra perder os juizo
3,nan
11,voces tem loja fisica
5,link compartilhado
9,cecilia sent an attachment
0,comprei a jaqueta
5,link compartilhado
2,sem conteudo detectavel
0,ah que otimo monica esperamos que aproveite muito ela e se quiser compartilhar com a gente os looks que criar com ela vamos amar ver
10,ola gloria nao temos apenas vendas on line no site www curadobia com br
10,porem teremos em dezembro um evento presencial para trazer as pecas ao vivo para quem quiser conhecer pessoalmente essa curadobia incrivel feita pela bia
10,em breve divulgaremos mais a respeito se quiser informar seu whats podemos ir te atualizando por la o que acha
0,oii comprei a bico fino o dedo fica um pouquinho de lado pra fora ne mas super confortavel
1,um tiquinho por conta do bico fino mesmo
6,mas que bom que achou confortavel
11,lindaaaa
11,imagem enviada
1,acha melhor pegar maior
4,<num> <num> <num>
1,acho melhor sim esta um pouco certa demais
6,vou amanha obrigada
6,perfeito gloria ja colocamos aqui na nossa lista e vamos te informar quando estiver mais proximo da data
6,ola katia tudo bem
10,estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia o link clicavel segue na proxima mensagem obrigada por nos acompanhar katia qualquer duvida estamos a disposicao equipe curadobia
5,<url>
10,ola pati boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar patricia qualquer duvida estamos a disposicao equipe curadobia
10,ola alessandra boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar alessandra qualquer duvida estamos a disposicao equipe curadobia
10,ola andrea boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar andrea qualquer duvida estamos a disposicao equipe curadobia
10,ola boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar qualquer duvida estamos a disposicao equipe curadobia
10,ola rosangela boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas rasteiras da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar rosangela qualquer duvida estamos a disposicao equipe curadobia
10,ola dri boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar dri qualquer duvida estamos a disposicao equipe curadobia
10,ola karyna boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar karyna qualquer duvida estamos a disposicao equipe curadobia
10,ola sandra boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar sandra qualquer duvida estamos a disposicao equipe curadobia
7,curtiu uma mensagem
10,ola silvana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sapatilhas da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar silvana qualquer duvida estamos a disposicao equipe curadobia
10,ola juliana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar juliana qualquer duvida estamos a disposicao equipe curadobia
10,ola ana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar ana qualquer duvida estamos a disposicao equipe curadobia
10,ola halanna boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo voce demonstrou interesse nas sandalias da bia que apareceram em um dos nossos reels agora elas estao disponiveis no site do curadobia segue o link <url> obrigada por nos acompanhar halanna qualquer duvida estamos a disposicao equipe curadobia
0,muito obrigada elas entraram em contato comigo realmente a sandalia e linda mas infelizmente fico um pouco fora pra mim
7,curtiu uma mensagem
7,reagiu com a sua mensagem
10,que pena dri entendemos espero que outras pecas no site te encontrem estamos aqui qualquer coisa obrigada pela mensagem
6,obrigada
7,curtiu uma mensagem
7,curtiu uma mensagem
0,ja comprei e acabou de chegar
5,<url>
12,ai me ajuda com o video ainda nao usei a blusa
11,imagem enviada
1,nao consigo deixa la deste jeito
6,com certeza sera um sucesso obrigada ana
5,<url>
10,maria shared a product
10,maria shared a product
0,essa sandalia calca certo calco <num> sera que preciso comprar <num>
10,ola maria tudo bem obrigada por ter entrado em contato conosco te aconselhamos comprar o seu numero mesmo no caso o tamanho <num> qualquer outra duvida pode sempre entrar em contato conosco equipe curadobia
6,obrigada
2,sem conteudo detectavel
5,<url>
2,sem conteudo detectavel
2,sem conteudo detectavel
13,ola
12,fiz uma compra de um casaco com vcs e nao vestiu bem gostaria de trocar por uma calca fresquinha tamanho m
10,alguem poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas nao funciona direito nao
4,meu tel <num> <num> <num>
10,email adrianaleitecarvalho <user> com
6,muito obrigada
2,sem conteudo detectavel
9,bia sent an attachment
2,sem conteudo detectavel
10,ola adriana tudo bem te encaminhamos uma mensagem pelo seu whatsapp obrigada por ter entrado em contato conosco
13,ola
10,este e meu whatsapp
7,qual foi a mensagem
7,voce nao recebeu essa mensagem
11,imagem enviada
2,sem conteudo detectavel
9,bia sent an attachment
10,ola tania identificamos o seu comentario interessada nos valores das sandalias da bia segue o link para que voce possa conferir com calma <url>
10,agradecemos o seu interesse e qualquer outra questao estamos a disposicao equipe curadobia
10,maria shared a product
13,e acolchoada
0,ola maria luiza td bem obrigada pelo seu interesse a sandalia e feita de um material elastico que parece um neoprene para trazer conforto e se moldar nos pes
7,reagiu com a sua mensagem
11,muito estilo
2,sem conteudo detectavel
11,lindas
12,bom dia tudo bem entao eu tenho mito daqueles vestidos com estampas e alguns ate sao estampas geometricas e todas as opcoes possiveis como posso fazer que nao fiquem parecendo quando usar aquelas roupas que nao tem nada haver comigo eu estou em uma fase de camisa calca jeans bem moderna e roupas mais discretas mas e esses vestido como usar
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
5,link compartilhado
7,curtiu uma mensagem
2,sem conteudo detectavel
9,you sent an attachment
1,olha que legal essa ideia
1,caraca muito
5,<url>
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
9,bia sent an attachment
5,link compartilhado
5,link compartilhado
5,link compartilhado
5,link compartilhado
5,link compartilhado
0,boa tarde me interessei pelos macacoes com ziper mostrados pela bia
11,macacoes com mangas
6,gostei da corrente dourada tambem
11,os brincos argola frontal nao sei o nome da peca kkk
10,oi bia sou erika dos <user> gostaria de saber como voce trabalha em relacao a promocao de produtos meus brincos sao autorais e os fabrico a <num> anos a producao e <num> nacional fabricamos desde a liga do metal ate o banho de ouro <num> k nossos brincos sao todos bordados a mao com um finissimo arame de cobre e depois banhado a ouro espero seu contato obrigada
10,sheila shared a product
0,por favor me interessei por este macacao quais tamanhos e como comprar
10,ola bom dia sheila tudo bem que bom que gostou do nosso macacao cool nos temos ele nos tamanhos <num> <num> <num> e <num> vou te encaminhar o link dele para que possa visualizar no nosso site <url>
5,<url>
10,e so clicar nessa mensagem com a imagem que lhe mandei qualquer outra questao pode nos contatar estamos a disposicao equipe curadobia
10,ola heloisa bom dia tudo bem que bom que voce gostou das pecas da bia vou te mandar os links das pecas que voce informou para que possa visualizar com mais calma e clareza todas as pecas qualquer outra duvida ou questao estamos a disposicao equipe curadobia
5,<url>
5,<url>
5,<url>
10,basta clicar nas imagens e link que te enviei que voce sera redirecionada para os produtos qualquer coisa estamos aqui
2,sem conteudo detectavel
9,bia sent an attachment
2,sem conteudo detectavel
6,obrigada pelo retorno
8,teria as medidas do <num>
1,pois sou em algumas marcas <num>
1,e em outras <num>
0,estou tentando contato para devolucao de mercadoria e ninguem me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees <num> <num>
8,claro nossas medidas do tamanho <num> para o macacao cool sao ombro <num> cm cintura total <num> cm comprimento <num> cm qualquer outra questao estamos a disposicao
11,e quadril
10,oi cris tudo bem estamos nos comunicando pelo whatsapp podemos continuar por la aproveito para te atualizar que ja reforcei seu pedido com a marca mybasic nesta tarde peco apenas sua compreensao em relacao aos prazos que as marcas precisam para responder e resolver essas questoes ja solicitei um adiantamento para o seu pedido e pode ficar tranquila voce entrou em contato dentro do prazo de <num> dias corridos para solicitacao de devolucao entao seu pedido sera atendido sem problemas qualquer novidade te aviso por la
8,sheila essa foi a tabela passada para nos pela marca estamos em contato com eles para ter exatamente a medida do quadril inclusive obrigada pela pergunta pois com ela vamos atualizar o nosso site mas podemos te adiantar que ele tem uma estrutura folgada no quadril entao acreditamos que ele vai dar certo para ti no tamanho <num> para te passar outra base nas fotos do produto no nosso site a bia esta vestindo o tamanho <num>
8,sheila segue resposta das meninas da olive you marca do macacao <num> cm circunferencia total mas explique a ela por favor que esta peca tem uma modelagem ampla ao corpo ok entao acredito que se encaixa no que conversamos mesmo o que voce acha qualquer coisa seguimos a disposicao
1,vou checar as minhas medidas e volto com vcs
6,obrigada pelo retorno
1,macacao precisa ser mais soltinho
1,beleza qualquer coisa estamos aqui
10,oi bia tudo bem me chamo alice sou socia da monti uma marca de moda que preza por estilo atemporal e pecas de qualidade estamos buscando consultoras de imagem parceiras para recomendar nossas pecas aos seus clientes e pensei que poderiamos criar algo bem legal juntas o que acha de agendarmos um papo para te contar mais sobre a nossa historia e a ideia de parceria fico no aguardo
13,ok
1,falamos por la
7,curtiu uma mensagem
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
5,<url>
9,bia sent an attachment
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
2,sem conteudo detectavel
6,bom dia sheila tudo bem voce conseguiu ver direitinho os tamanhos qualquer coisa estamos aqui
1,ainda nao super correria
9,bia sent an attachment
9,silvana sent an attachment
12,ola quanto custa a pantalona
9,joyce sent an attachment
6,sao bem bacanas as coisas dela mesmo super obrigada joyce
5,link compartilhado
6,ola boa tarde silvana tudo bem obrigada pela sua mensagem a nossa pantalona jeans esta saindo por r <num> <num> qualquer coisa estamos aqui
5,link compartilhado
3,nan
5,link compartilhado
0,ola eu encontro as medidas no site
11,ola bom dia as medidas estao na descricao de cada peca
12,e a blusa
5,link compartilhado
2,sem conteudo detectavel
3,nan
